orf_id,orfLenTrimmed_RNA,countORF_RNA,rpkmORF_RNA,orfLenTrimmed_RPF,countORF_RPF,rpkmORF_RPF
ENSDART00000001678,2532,220,0.819675066097338,2520,83,0.0827894143223084
ENSDART00000001691,1092,788,6.80747921527833,1080,32,0.0744772241293056
ENSDART00000001830,876,3812,41.0517363178209,864,1557,4.52972804567691
ENSDART00000001907,1527,1455,8.98890314939144,1515,966,1.60273511529748
ENSDART00000001930,846,6,0.06690577908957,834,1,0.00301391644408161
ENSDART00000002029,1221,1033,7.98118545596489,1209,507,1.05409297053977
ENSDART00000002046,1050,53620,481.748371756539,1038,25660,62.1378979061482
ENSDART00000002053,2691,468,1.64064606115293,2679,91,0.0853819240788092
ENSDART00000002055,3249,675,1.95991305781773,3237,251,0.194907378716521
ENSDART00000002078,1092,248,2.14245538754953,1080,64,0.148954448258611
ENSDART00000002094,675,30,0.419276215627972,663,11,0.0417038755022695
ENSDART00000002095,1476,984,6.28914323441958,1464,273,0.468725767637561
ENSDART00000002128,633,512,7.63042970621522,621,76,0.307623317055827
ENSDART00000002164,2805,2356,7.92364783972862,2793,906,0.815369610030018
ENSDART00000002186,786,549,6.58919777804646,774,272,0.883334518742927
ENSDART00000002221,1650,166,0.949088888103318,1638,66,0.101280840505512
ENSDART00000002242,1095,1178,10.1487818221182,1083,633,1.4691715577031
ENSDART00000002244,261,742,26.8192199996513,249,290,2.92749329785373
ENSDART00000002250,1407,1270,8.51515128754036,1395,128,0.230639145690753
ENSDART00000002279,2403,4886,19.1814942842535,2391,1455,1.52960986507725
ENSDART00000002309,1194,1036,8.18536732519935,1182,188,0.399795251354013
ENSDART00000002318,1068,3061,27.0380160681999,1056,928,2.20892676110781
ENSDART00000002341,657,1120,16.0818274487441,645,570,2.22132651036824
ENSDART00000002384,843,367,4.10696720112453,831,117,0.353901250036818
ENSDART00000002393,1275,154,1.13944477423602,1263,55,0.10946029080762
ENSDART00000002398,1290,1408,10.2966438070497,1278,121,0.237986200342763
ENSDART00000002401,1182,535,4.26991323656659,1170,194,0.416786004262075
ENSDART00000002453,2016,552,2.58304097127947,2004,273,0.342422417076542
ENSDART00000002459,1155,387,3.16090705418231,1143,111,0.244103500345067
ENSDART00000002464,1152,792,6.48567896049519,1140,416,0.917245812960921
ENSDART00000002465,2811,2169,7.27916311390398,2799,514,0.461591155978253
ENSDART00000002469,2523,7897,29.5275648764634,2511,2014,2.01609044887663
ENSDART00000002481,1761,469,2.51244308087119,1749,108,0.155214112036203
ENSDART00000002501,1392,5062,34.3056498411982,1380,466,0.848797494560619
ENSDART00000002507,681,68,0.941986211322756,669,122,0.458385605907946
ENSDART00000002510,1437,185,1.21450052021672,1425,11,0.0194032768126349
ENSDART00000002556,729,1181,15.2828768721184,717,671,2.35234286881212
ENSDART00000002562,513,13,0.239061000138756,501,19,0.0953263871714914
ENSDART00000002583,1239,560,4.26382592164039,1227,363,0.743634141902327
ENSDART00000002624,636,4305,63.8555698683403,624,1309,5.2729337588182
ENSDART00000002633,948,517,5.1447579939793,936,101,0.271233159990139
ENSDART00000002661,5616,7565,12.7076304936923,5604,2012,0.902458227070038
ENSDART00000002682,1743,4511,24.4150818678715,1731,1004,1.45792070457627
ENSDART00000002684,2679,467,1.64447362288575,2667,165,0.155509951957282
ENSDART00000002691,750,2283,28.7162280083598,738,2371,8.0755563297523
ENSDART00000002714,1398,554,3.73839630028803,1386,60,0.108814126162946
ENSDART00000002741,1620,248,1.44417363160746,1608,36,0.0562747682320313
ENSDART00000002750,2829,1791,5.97235182017257,2817,712,0.635316895927303
ENSDART00000002764,1020,915,8.46259714631458,1008,445,1.10967739076588
ENSDART00000002770,846,593,6.61252116668583,834,157,0.473184881720813
ENSDART00000002778,636,362,5.36950436523558,624,82,0.330313650285021
ENSDART00000002787,867,295,3.2098568410965,855,133,0.391005426678854
ENSDART00000002812,4701,2114,4.24226190094543,4689,774,0.414913902179097
ENSDART00000002824,1761,1415,7.58018541456874,1749,559,0.803376746557754
ENSDART00000002826,1083,1712,14.9127606888176,1071,276,0.64776409221707
ENSDART00000002835,771,1420,17.3746758616261,759,590,1.95392322196943
ENSDART00000002863,627,0,0,615,0,0
ENSDART00000002867,1089,376,3.25718712967185,1077,41,0.0956897482719838
ENSDART00000002886,1182,589,4.70089513334154,1170,196,0.421082767192612
ENSDART00000002908,1458,1358,8.78668365467262,1446,650,1.12990601959657
ENSDART00000002922,9276,968,0.984458384689222,9264,294,0.0797711848470461
ENSDART00000002928,2028,55,0.255845323885412,2016,0,0
ENSDART00000002930,3351,1326,3.73294714809327,3339,262,0.197234158240007
ENSDART00000002938,1899,605,3.00547524235691,1887,109,0.145195065323626
ENSDART00000002945,450,207,4.33950883174951,438,578,3.31704212260828
ENSDART00000002953,1338,75,0.528795675539763,1326,39,0.073929597481296
ENSDART00000002961,1611,669,3.91753894211052,1599,211,0.331689138418272
ENSDART00000002974,816,855,9.88459092909694,804,802,2.50735356233828
ENSDART00000002985,738,1928,24.6452604795954,726,513,1.77614330477791
ENSDART00000002992,1626,1823,10.57666800401,1614,742,1.15557365877208
ENSDART00000003001,468,59933,1208.10006880919,456,5595,30.8412880019012
ENSDART00000003031,1068,25,0.220826658511923,1056,5,0.0119015450490723
ENSDART00000003035,1539,14175,86.8894788965863,1527,5952,9.79763247092004
ENSDART00000003040,945,274,2.73527816862058,933,113,0.304434634001221
ENSDART00000003042,444,4968,105.555620231745,432,2510,14.604518169106
ENSDART00000003066,1197,952,7.50283754281634,1185,543,1.1518044124048
ENSDART00000003097,759,93,1.1559097249032,747,8,0.0269194786009538
ENSDART00000003133,915,1373,14.1557273128821,903,426,1.18582091906876
ENSDART00000003156,1062,37,0.328669914793113,1050,8,0.0191512862046786
ENSDART00000003164,1056,100,0.893344209434599,1044,21,0.0505610465533001
ENSDART00000003167,726,7134,92.6998922197299,714,479,1.68629891397813
ENSDART00000003170,495,1476,28.1296224666767,483,348,1.81104554326852
ENSDART00000003181,6573,401,0.575524061388008,6561,48,0.0183894380566187
ENSDART00000003193,1107,117,0.99705929326164,1095,24,0.0550927411367466
ENSDART00000003195,720,237,3.10526447199467,708,172,0.610650121568671
ENSDART00000003210,972,77,0.747321032485042,960,102,0.267070670901182
ENSDART00000003221,1551,909,5.52885029021992,1539,288,0.470382468185088
ENSDART00000003242,1587,11,0.0653880676546459,1575,0,0
ENSDART00000003252,2778,7437,25.2550530423209,2766,2197,1.99652677970276
ENSDART00000003273,795,796,9.44558115961883,783,225,0.722300665047145
ENSDART00000003278,1188,37,0.293810984436268,1176,10,0.0213742033534359
ENSDART00000003296,1548,5762,35.1143830588426,1536,1495,2.44651135414992
ENSDART00000003299,1044,61,0.551203645545394,1032,4,0.00974266013319404
ENSDART00000003310,738,416,5.31764956406208,726,130,0.450094794583097
ENSDART00000003314,1341,1338,9.41261034413131,1329,356,0.673321179769456
ENSDART00000003317,1158,878,7.1526784453632,1146,55,0.120635556099497
ENSDART00000003325,1467,98,0.63020044680278,1455,48,0.0829230949068557
ENSDART00000003338,2457,1321,5.07201356084753,2445,402,0.413280056594828
ENSDART00000003345,2301,746,3.05847513225359,2289,218,0.239391077558482
ENSDART00000003346,1074,393,3.45200180324985,1062,44,0.104141881197758
ENSDART00000003418,972,919,8.91932505004875,960,224,0.586508140018282
ENSDART00000003422,1533,3542,21.7966197028514,1521,584,0.965119058243664
ENSDART00000003428,963,2559,25.0684073783173,951,1206,3.18760169834181
ENSDART00000003435,780,599,7.24460922580255,768,144,0.471301183943262
ENSDART00000003463,1332,1850,13.1023817383741,1320,361,0.687433242034414
ENSDART00000003465,987,1008,9.63443218889807,975,471,1.21426520416972
ENSDART00000003482,1065,616,5.45649610197529,1053,181,0.432063383570651
ENSDART00000003493,1200,597,4.69327313868561,1188,125,0.264478778868273
ENSDART00000003494,1764,638,3.41196716289089,1752,1120,1.60687161648844
ENSDART00000003495,360,0,0,348,0,0
ENSDART00000003503,5442,49816,86.3561078737171,5430,9700,4.4902359575196
ENSDART00000003508,1371,598,4.11477861507977,1359,506,0.935897568114949
ENSDART00000003511,3123,901,2.72167053516428,3111,471,0.380555632936507
ENSDART00000003518,1131,488,4.0704269209506,1119,250,0.561574243602338
ENSDART00000003543,1284,958,7.03855048898826,1272,247,0.488098081484217
ENSDART00000003544,1224,568,4.37773695729206,1212,205,0.425156183535176
ENSDART00000003550,915,1235,12.7329375319806,903,899,2.50247184564041
ENSDART00000003621,438,8,0.172305294093687,426,0,0
ENSDART00000003634,1347,634,4.44021916550335,1335,175,0.32949895506645
ENSDART00000003646,969,20,0.194710316855095,957,37,0.0971822712972522
ENSDART00000003648,2817,4722,15.8132770782371,2805,631,0.565449406190276
ENSDART00000003670,555,2562,43.5480674772512,543,1060,4.90685578862966
ENSDART00000003674,1266,432,3.21908753230955,1254,344,0.689537936316777
ENSDART00000003690,4644,1912,3.8839928501971,4632,565,0.306603533595789
ENSDART00000003694,3693,6009,15.3499032069972,3681,2253,1.53848275638746
ENSDART00000003706,1425,1474,9.75810223950995,1413,843,1.49962499859087
ENSDART00000003715,1191,856,6.78023502350523,1179,220,0.469035953486085
ENSDART00000003716,987,923,8.82200487138187,976,412,1.06107151794876
ENSDART00000003736,1902,598,2.96601550014425,1890,260,0.345787112028919
ENSDART00000003745,1368,8158,56.2574895903453,1356,1247,2.31155388938937
ENSDART00000003748,906,23,0.239487242370282,894,24,0.0674793641440017
ENSDART00000003752,1632,19006,109.863470876267,1620,3186,4.94342575158266
ENSDART00000003789,1614,1846,10.7897382999429,1602,720,1.12971070308497
ENSDART00000003805,1629,134,0.776008465388787,1617,42,0.0652884756977679
ENSDART00000003834,1368,580,3.99967442539841,1356,66,0.122343670168162
ENSDART00000003847,513,56592,1040.68770152711,504,32011,159.648912160929
ENSDART00000003879,1125,619,5.19063954947429,1113,602,1.35956064802081
ENSDART00000003884,2427,1786,6.94215687062631,2415,303,0.315371723914001
ENSDART00000003888,1053,360,3.22520165867671,1041,97,0.234216918821627
ENSDART00000003907,2523,6,0.0224345180775966,2511,14,0.0140145314221812
ENSDART00000003913,2994,144,0.453725764407024,2982,29,0.024444863553507
ENSDART00000003926,1014,2777,25.835725979265,1002,856,2.14735230049465
ENSDART00000003929,1530,2678,16.5120839037016,1518,1601,2.65104328675683
ENSDART00000003932,3828,1384,3.41072658167582,3816,627,0.413006068948183
ENSDART00000003939,672,1099,15.4280544969355,660,810,3.08488047671953
ENSDART00000003940,639,4649,68.6343354385366,627,3204,12.8446485346451
ENSDART00000003946,993,3814,36.233825220659,981,1231,3.15417876960465
ENSDART00000003947,1287,5833,42.7559119887755,1275,4744,9.35258694536715
ENSDART00000003954,1194,100,0.790093371158238,1182,36,0.0765565374933217
ENSDART00000003957,1029,3260,29.8871821344137,1017,2082,5.1458489149518
ENSDART00000003962,1161,459,3.72960819715579,1149,96,0.210014104594386
ENSDART00000003983,1278,2393,17.6642250703827,1266,897,1.78096750709681
ENSDART00000003993,1851,13,0.066255155630028,1839,3,0.00410049969716813
ENSDART00000003997,876,21,0.226150698497964,864,0,0
ENSDART00000003998,1740,8365,45.3523130654481,1728,2579,3.75149923885701
ENSDART00000004031,1707,775,4.28302812537361,1695,444,0.658431388541383
ENSDART00000004043,1380,127,0.868175207360094,1368,102,0.187418014667496
ENSDART00000004052,2058,464,2.12694056907484,2046,88,0.10811209954254
ENSDART00000004062,339,6008,167.191028992889,327,2385,18.3331836689856
ENSDART00000004065,615,473,7.25552378019624,603,377,1.57152500914635
ENSDART00000004071,921,327,3.3494297030215,909,39,0.107844495335752
ENSDART00000004075,390,803,19.4237769893805,378,324,2.15451969802634
ENSDART00000004092,1236,763,5.82356345614337,1224,645,1.32457195487322
ENSDART00000004109,228,1156,47.8305893354542,216,800,9.3096530161632
ENSDART00000004120,3735,312,0.788037224553778,3723,171,0.11545170017627
ENSDART00000004129,1218,246,1.90533157101874,1206,255,0.531483922191406
ENSDART00000004181,1932,745,3.63774201059207,1920,1889,2.47302204574673
ENSDART00000004200,2142,639,2.81425947254489,2130,199,0.234839275379553
ENSDART00000004217,1425,2457,16.2657104494409,1413,1459,2.59543638546155
ENSDART00000004220,783,323,3.89155797838606,771,149,0.485768276057387
ENSDART00000004238,801,157448,1854.33150556722,792,7084,22.4828120340341
ENSDART00000004240,1164,83,0.672678979970135,1152,17,0.0370931487362752
ENSDART00000004241,1188,337,2.6760622095952,1176,164,0.350536934996349
ENSDART00000004277,4782,13169,25.9792118111893,4770,6308,3.32407308826174
ENSDART00000004284,750,128,1.61002066801141,738,51,0.173704501399143
ENSDART00000004286,1023,780,7.19286176370567,1011,409,1.01687931016311
ENSDART00000004288,2028,299,1.39086821530433,2016,206,0.256846676963788
ENSDART00000004295,780,78,0.943371485162936,768,10,0.0327292488849487
ENSDART00000004333,1863,1155,5.84859938466555,1851,221,0.300111828997546
ENSDART00000004338,2967,216,0.68678207211053,2955,247,0.21010516400945
ENSDART00000004365,1461,221,1.42700272567426,1449,154,0.26714656481164
ENSDART00000004379,2169,2259,9.82515530190444,2157,385,0.448650176648199
ENSDART00000004389,1803,40,0.209289292326775,1791,25,0.0350866319704643
ENSDART00000004392,1695,2532,14.0921333358853,1683,1282,1.91470189840447
ENSDART00000004398,903,3697,38.6228613582212,891,1516,4.27679817348588
ENSDART00000004420,642,301,4.42297222794461,630,258,1.02938163350147
ENSDART00000004423,3813,7823,19.3548259334635,3801,1320,0.872917741373471
ENSDART00000004424,6942,2115,2.87414389386288,6930,458,0.166122899275432
ENSDART00000004431,2514,9121,34.2262979959075,2502,1685,1.69281640275917
ENSDART00000004462,2934,567,1.82307986396518,2922,86,0.0739801995329601
ENSDART00000004474,777,2387,28.9810519315821,765,1701,5.58907756958598
ENSDART00000004483,1416,33,0.219853524084583,1404,4,0.00716127155089477
ENSDART00000004514,342,224,6.17880738820169,330,108,0.822634793791875
ENSDART00000004518,633,10,0.149031830199516,621,0,0
ENSDART00000004521,1479,3404,21.7122145740002,1467,433,0.741916519508957
ENSDART00000004533,1596,9786,57.8435673797274,1584,6420,10.1877225620059
ENSDART00000004548,972,476,4.61980274627117,960,201,0.526286322069976
ENSDART00000004585,1617,1862,10.8630655867247,1605,235,0.368035815498788
ENSDART00000004588,1506,323,2.02330006445968,1494,152,0.255735046709061
ENSDART00000004601,717,4368,57.4706645354492,705,2058,7.33759119852659
ENSDART00000004604,3006,1417,4.44696405347931,2994,849,0.712776139243517
ENSDART00000004622,1203,2028,15.9032200491308,1191,440,0.928620300856581
ENSDART00000004625,990,39,0.371631191124793,978,0,0
ENSDART00000004626,1185,2116,16.8453507392808,1173,452,0.968584871349153
ENSDART00000004664,1110,1976,16.793712204342,1098,1084,2.48155668922645
ENSDART00000004679,288,17494,573.032665327792,276,17057,155.34269168155
ENSDART00000004686,1848,438,2.23591293561345,1836,106,0.145121061722544
ENSDART00000004689,2415,3004,11.7345256373891,2403,942,0.985358779913003
ENSDART00000004692,678,33351,464.046938077715,666,6945,26.211705485373
ENSDART00000004716,1020,168,1.55378832850366,1008,202,0.503718725695973
ENSDART00000004717,486,82,1.5916967445136,474,12,0.0636356028952927
ENSDART00000004727,1416,1975,13.1579003050621,1404,2271,4.0658119230205
ENSDART00000004751,1212,1669,12.9908169037701,1200,403,0.844152787240598
ENSDART00000004756,2178,7443,32.2383561251962,2166,3217,3.73327401353148
ENSDART00000004769,1515,988,6.15215199565004,1503,89,0.148842955408118
ENSDART00000004771,1473,323,2.06862857914208,1461,62,0.106669124907989
ENSDART00000004780,2949,3122,9.98713386462763,2937,1090,0.932867171486833
ENSDART00000004782,2088,1560,7.04817776271159,2076,342,0.41409121363801
ENSDART00000004812,1290,225160,1646.58545425804,1278,53561,105.34527997156
ENSDART00000004842,486,960,18.6344984723543,474,208,1.10301711685174
ENSDART00000004848,1641,232,1.33371227640342,1629,51,0.0786948569874569
ENSDART00000004871,981,45,0.432739213377494,969,5,0.01297010482128
ENSDART00000004879,2382,14341,56.7963495748181,2370,4509,4.78221555758125
ENSDART00000004896,1707,1435,7.93051014182082,1695,430,0.63767003845224
ENSDART00000004899,1497,2014,12.6917179099409,1485,264,0.446863344775833
ENSDART00000004903,1011,506,4.72152296233873,999,189,0.475547140555363
ENSDART00000004920,963,2725,26.694572139865,951,1133,2.99465400018347
ENSDART00000004923,2196,1118,4.8027746831155,2184,381,0.438500002643181
ENSDART00000004984,3240,2879,8.38261267217313,3228,628,0.489016346165004
ENSDART00000005021,1878,12527,62.9265952856023,1866,5557,7.48558965108312
ENSDART00000005025,1257,448,3.36221499883051,1245,74,0.149403106235294
ENSDART00000005033,513,157,2.88712130936805,501,26,0.130446635076778
ENSDART00000005053,3288,1124,3.22490738845237,3276,529,0.405890641116786
ENSDART00000005067,1491,555,3.51154375764876,1479,176,0.299117451878347
ENSDART00000005086,3078,13217,40.5085799850505,3066,6797,5.57240121289385
ENSDART00000005090,1848,1537,7.84611457086273,1836,411,0.562686380829864
ENSDART00000005105,747,339,4.28116376800851,735,205,0.701073869992698
ENSDART00000005118,633,296,4.41134217390567,621,48,0.194288410772102
ENSDART00000005119,978,17262,166.50796090882,969,1777,4.60957525348291
ENSDART00000005127,2604,1266,4.58643740482441,2592,90,0.08727799702653
ENSDART00000005140,936,628,6.32945825515303,924,174,0.473341448808817
ENSDART00000005143,1191,3589,28.4278779198134,1179,804,1.71411321183096
ENSDART00000005145,1443,34,0.222277411611503,1431,10,0.0175653830493645
ENSDART00000005158,2025,449,2.09172245352177,2013,172,0.214774111311783
ENSDART00000005168,1782,952,5.039784814114,1770,228,0.323786576087574
ENSDART00000005195,1239,3014,22.9485202282574,1227,376,0.770265667645385
ENSDART00000005221,2241,597,2.51313153343272,2229,78,0.0879593057516361
ENSDART00000005244,1239,11,0.0837537234607934,1227,10,0.0204857890331219
ENSDART00000005255,327,368,10.6165353681945,315,145,1.157056874866
ENSDART00000005263,852,1251,13.8516165251037,841,391,1.16863266220731
ENSDART00000005292,1827,133,0.68674552559754,1815,98,0.135720891905057
ENSDART00000005296,342,5,0.137919807772359,330,3,0.0228509664942188
ENSDART00000005299,960,1683,16.5384813492627,948,544,1.44240699895997
ENSDART00000005313,3186,1527,4.52143207107283,3174,111,0.0879049467216166
ENSDART00000005321,1740,2099,11.3800962491782,1728,753,1.09533886268295
ENSDART00000005326,1350,687,4.80071266894028,1338,207,0.38887631320879
ENSDART00000005331,1965,630,3.02454979975903,1953,117,0.15058471007711
ENSDART00000005337,1218,3269,25.3192231937409,1206,1267,2.64074560555495
ENSDART00000005345,1155,2385,19.4800085897282,1143,862,1.89565060628331
ENSDART00000005355,729,1180,15.2699362481792,717,518,1.81596662599803
ENSDART00000005359,1839,113,0.579668177397563,1827,30,0.0412743237169797
ENSDART00000005373,1152,10,0.0818898858648382,1140,1,0.0022049178196176
ENSDART00000005381,1053,375,3.35958506112157,1041,109,0.263192207748014
ENSDART00000005382,477,362,7.15933915364744,465,164,0.886519216248831
ENSDART00000005431,804,2557,30.0024986015128,792,1038,3.2943476695832
ENSDART00000005473,699,450,6.07320698602749,687,205,0.75005719715376
ENSDART00000005479,2001,1575,7.42533777676974,1989,509,0.64325068577743
ENSDART00000005485,1389,846,5.74580472604639,1377,211,0.385164075766752
ENSDART00000005496,1170,355,2.86236647207558,1158,176,0.382033429471568
ENSDART00000005547,1017,16419,152.303012929108,1005,12426,31.0786786689431
ENSDART00000005548,375,5,0.125782864688392,363,0,0
ENSDART00000005568,948,460,4.57754096176108,936,146,0.392079617411488
ENSDART00000005573,1242,572,4.34467382860869,1230,137,0.27997078460803
ENSDART00000005583,4569,7916,16.3443394102644,4557,2896,1.59741142997549
ENSDART00000005585,744,60,0.760783455776562,732,96,0.329653287129713
ENSDART00000005590,339,345,9.60068325608298,327,198,1.52200015365163
ENSDART00000005593,849,1748,19.4230077275007,837,522,1.56762544336684
ENSDART00000005609,2370,1423,5.66420938137915,2358,661,0.704619921032505
ENSDART00000005616,1881,441,2.21173219009492,1869,307,0.412882364103674
ENSDART00000005625,465,104,2.10990611735366,453,41,0.227500792249286
ENSDART00000005639,609,735,11.3855179243803,597,317,1.33469548015646
ENSDART00000005641,1218,1143,8.85282107997731,1206,511,1.06505209505807
ENSDART00000005643,1980,592,2.82058545058817,1968,189,0.241398167385573
ENSDART00000005670,1017,1538,14.2665225583146,1005,450,1.12549536464063
ENSDART00000005676,1389,1994,13.5427123212016,1377,679,1.23946164666173
ENSDART00000005682,2691,107662,377.425718452665,2679,10895,10.222374316908
ENSDART00000005720,2250,1948,8.16750068043289,2238,1096,1.23097074197632
ENSDART00000005733,585,440,7.09544364908875,576,205,0.894599469521932
ENSDART00000005738,2565,500,1.83893077029812,2553,165,0.162453992115186
ENSDART00000005764,1395,37,0.250213225455402,1383,14,0.0254450386125068
ENSDART00000005767,1641,6,0.0344925588725022,1629,9,0.0138873277036689
ENSDART00000005784,597,774,12.2306453855295,585,67,0.28788311634597
ENSDART00000005804,945,32,0.319448545240359,933,29,0.0781292423542956
ENSDART00000005829,1002,794,7.47541875468435,990,117,0.297062564424844
ENSDART00000005842,444,71,1.50854449203983,432,32,0.186193060323264
ENSDART00000005845,1932,1431,6.98739438544597,1920,308,0.403224346262569
ENSDART00000005847,6810,1378,1.90890735176876,6798,374,0.138289020531356
ENSDART00000005853,801,1684,19.8331782898175,789,739,2.3543156734031
ENSDART00000005857,2610,492,1.77830946628416,2598,205,0.198340759986387
ENSDART00000005877,1257,2692,20.2033097697584,1245,1716,3.46453689594276
ENSDART00000005879,630,26720,400.10930291355,618,3959,16.1025362436365
ENSDART00000005884,1725,2997,16.3900541509178,1713,1183,1.73589974891575
ENSDART00000005893,513,667,12.2656682378885,501,543,2.72432780179578
ENSDART00000005895,1668,8613,48.7125815450142,1656,3883,5.8939210861568
ENSDART00000005901,2265,1282,5.33952425597741,2253,656,0.731880045371871
ENSDART00000005903,423,37026,825.751125523473,411,5974,36.5359710997832
ENSDART00000005906,1407,680,4.55929360277752,1395,620,1.11715836193958
ENSDART00000005923,1290,750,5.48471793699382,1278,438,0.861470708678763
ENSDART00000005927,1932,14347,70.0546102361938,1920,2282,2.98752583821812
ENSDART00000005929,1566,2097,12.63250322086,1554,1489,2.40846834111203
ENSDART00000005944,894,73642,777.089070585783,885,5396,15.3258979348119
ENSDART00000005985,2469,1358,5.18873421162927,2457,283,0.289519978414746
ENSDART00000005989,1002,302,2.84329529460286,990,59,0.14980078035099
ENSDART00000006013,3072,4898,15.0411247862242,3060,2621,2.15299416664974
ENSDART00000006021,2736,786,2.71012422272686,2724,142,0.131032340910315
ENSDART00000006037,1368,352,2.42738861679352,1356,386,0.715525101286525
ENSDART00000006038,582,143,2.31790588278866,570,128,0.564458961822106
ENSDART00000006043,852,238,2.63523959470398,840,52,0.155604200413013
ENSDART00000006058,948,1594,15.8621745501025,936,640,1.71870517221474
ENSDART00000006061,1230,746,5.72158640594757,1218,238,0.491164452232058
ENSDART00000006085,2742,889,3.05856035853337,2730,350,0.322257219790265
ENSDART00000006091,1767,2732,14.5856870258356,1755,916,1.31194494812392
ENSDART00000006093,660,202,2.88728848489262,648,209,0.810715616824212
ENSDART00000006099,1134,2174,18.0854462852224,1122,392,0.878194006444486
ENSDART00000006109,1269,962,7.15148438712959,1257,251,0.50192138815066
ENSDART00000006120,3120,174,0.526111020571638,3108,13,0.0105137973252036
ENSDART00000006124,1332,2703,19.1436420750407,1320,639,1.21681396581715
ENSDART00000006132,498,14538,275.39627813853,489,7707,39.6162860220937
ENSDART00000006147,1572,409,2.45444616686795,1560,36,0.0580062995622476
ENSDART00000006173,648,2092,30.4557584407541,636,1709,6.75432891705689
ENSDART00000006211,2007,1584,7.44544311159986,1995,1141,1.43760641839067
ENSDART00000006216,864,317,3.4612125092205,852,663,1.95601054744527
ENSDART00000006256,702,153,2.0560660574064,690,55,0.20035992360873
ENSDART00000006284,1539,71,0.435213615637222,1527,2,0.0032922152120027
ENSDART00000006290,672,487,6.83663561420164,660,202,0.769315871972031
ENSDART00000006300,1080,1179,10.2984720463621,1068,619,1.45685609418666
ENSDART00000006338,1209,849,6.62466824568514,1197,58,0.12179546051221
ENSDART00000006343,1047,364,3.27972512511279,1035,23,0.0558579180969792
ENSDART00000006344,1392,4992,33.8312532610157,1380,3804,6.92881044916007
ENSDART00000006373,636,3197,47.4207333029231,624,2022,8.14505123019894
ENSDART00000006380,2070,861,3.92387849625743,2058,188,0.22962001316834
ENSDART00000006381,1326,1427,10.1522708094081,1314,399,0.76326401783201
ENSDART00000006386,921,15149,155.169757098082,909,4186,11.5753091660374
ENSDART00000006393,906,27,0.281137197565114,894,8,0.0224931213813339
ENSDART00000006412,2763,90,0.307287128717569,2751,64,0.0584772097852781
ENSDART00000006417,1686,10662,59.6573355563893,1674,3433,5.15484496846585
ENSDART00000006419,876,1780,19.1689639679227,864,764,2.22267965760896
ENSDART00000006429,990,3312,31.5600642309055,978,1031,2.64982424346559
ENSDART00000006435,1116,264,2.23163147027791,1104,57,0.129778586882927
ENSDART00000006436,1725,941,5.14615981181637,1713,459,0.6735232330958
ENSDART00000006443,1110,1316,11.1844763466164,1098,338,0.773769521179466
ENSDART00000006449,3072,8972,27.5518520992248,3060,3599,2.95636245927983
ENSDART00000006463,1092,616,5.32158273681656,1080,133,0.309545962787426
